3A_726515285,0.124629080118694,0.986842105263158
4A_557255481,0.126112759643917,0.961538461538462
6A_35359557,0.292284866468843,0.921052631578947
1B_530740897,0.175074183976261,0.897196261682243
6A_83589953,0.146884272997033,0.990291262135922
6A_85896307,0.140949554896142,0.97029702970297
7B_493437461,0.397626112759644,0.933333333333333
7A_542776737,0.311572700296736,0.905660377358491
3A_697313342,0.41839762611276,0.858490566037736
7B_571012156,0.293768545994065,0.914893617021277
7A_90917095,0.140949554896142,0.916666666666667
5B_639047655,0.286350148367953,0.913461538461538
3B_737733532,0.326409495548961,0.882352941176471
3D_377527330,0.0341246290801187,0.990196078431373
3B_598502132,0.194362017804154,0.885714285714286
2D_609669186,0.0697329376854599,0.971830985915493
6B_155353835,0.408011869436202,0.820754716981132
1B_30413230,0.0311572700296736,0.98936170212766
2B_425511368,0.393175074183976,0.944444444444444
3A_685260514,0.344213649851632,0.823529411764706
3A_685494040,0.252225519287834,0.91025641025641
2B_130618885,0.0445103857566766,0.793103448275862
1B_426267519,0.0267062314540059,1
2B_747019791,0.21513353115727,0.822429906542056
7B_602841896,0.261127596439169,0.973684210526316
2A_192073086,0.189910979228487,0.877358490566038
7B_752591263,0.451038575667656,0.854166666666667
6A_600163358,0.327893175074184,0.822916666666667
6D_9585045,0.0237388724035608,1
2B_432252989,0.427299703264095,0.94
3B_651300327,0.161721068249258,0.905263157894737
7A_68245502,0.0326409495548961,0.903225806451613
1A_597851219,0.399109792284866,0.773584905660377
2B_700891782,0.292284866468843,0.825242718446602
1B_487877494,0.416913946587537,0.831578947368421
7A_65787293,0.15727002967359,0.980769230769231
7B_532935698,0.00741839762611276,0.96969696969697
1A_533318700,0.471810089020772,0.846938775510204
5A_594102596,0.14540059347181,0.872549019607843
7A_10195631,0.0548961424332344,0.986842105263158
7D_394300207,0.127596439169139,0.924528301886792
1A_483254572,0.216617210682493,0.927710843373494
5A_442450217,0.338278931750742,0.895238095238095
1A_562593421,0.41839762611276,0.877777777777778
2D_81071913,0.189910979228487,0.867924528301887
5B_490570305,0.400593471810089,0.805825242718447
3B_788056767,0.117210682492582,0.987341772151899
1B_671106994,0.100890207715134,0.879518072289157
7A_613104848,0.0237388724035608,0.75
4B_637033418,0.455489614243323,0.849056603773585
5B_476593914,0.323442136498516,0.864583333333333
2D_476742268,0.0118694362017804,0.962264150943396
7D_237980157,0.277448071216617,0.755102040816326
6A_90202009,0.0281899109792285,0.807692307692308
7B_111954197,0.0385756676557863,0.75
2D_64762861,0.387240356083086,0.805825242718447
6A_20726893,0.409495548961424,0.828571428571429
3B_21985794,0.364985163204748,0.90625
7A_438091655,0.376854599406528,0.801980198019802
7A_70990804,0.27299703264095,0.946666666666667
5B_534720022,0.326409495548961,0.770833333333333
7B_714002960,0.237388724035608,0.866666666666667
5B_118260615,0.146884272997033,0.884615384615385
7A_684475237,0.121661721068249,0.934065934065934
5B_252705833,0.207715133531157,0.79
7D_4880092,0.043026706231454,0.924528301886792
5B_654073028,0.0178041543026706,1
3B_760425946,0.164688427299703,0.986666666666667
1B_482211438,0.367952522255193,0.846153846153846
4A_81788237,0.121661721068249,0.962962962962963
3B_834536977,0.181008902077151,0.981818181818182
2A_36642615,0.421364985163205,0.857142857142857
2A_686590466,0.197329376854599,0.935483870967742
3D_512338307,0.0356083086053412,0.980392156862745
1D_163799517,0.0845697329376855,0.954022988505747
2B_190775593,0.243323442136499,0.919354838709677
2B_791641075,0.140949554896142,0.831683168316832
3B_53217664,0.456973293768546,0.857142857142857
6A_442518462,0.305637982195846,0.888888888888889
5D_309244228,0.0682492581602374,0.970873786407767
2B_665651859,0.222551928783383,0.828571428571429
5B_89286449,0.364985163204748,0.850574712643678
2B_7371679,0.194362017804154,0.918367346938776
4A_68549956,0.440652818991098,0.769230769230769
2B_672134167,0.0267062314540059,0.777777777777778
5B_554141924,0.15727002967359,0.888888888888889
1D_71646224,0.0237388724035608,0.926470588235294
2B_59775976,0.213649851632047,0.671641791044776
2A_36642683,0.425816023738872,0.904255319148936
4A_46124733,0.0237388724035608,0.636363636363636
5A_576577214,0.0905044510385757,0.931034482758621
3A_13799454,0.15727002967359,0.869047619047619
1B_571664549,0.0534124629080119,0.943396226415094
1B_494343903,0.431750741839763,0.857142857142857
5A_7578637,0.293768545994065,0.896103896103896
5A_596783665,0.408011869436202,0.836538461538462
7A_713740238,0.3486646884273,0.885714285714286
5A_442876387,0.338278931750742,0.89622641509434
5B_672150141,0.241839762611276,0.763157894736842
7A_23854095,0.13353115727003,0.950980392156863
3B_535601203,0.382789317507418,0.960526315789474
5B_134883931,0.120178041543027,0.909090909090909
7A_680690167,0.270029673590504,0.831578947368421
7D_194252287,0.00890207715133531,1
6A_63283461,0.149851632047478,0.89622641509434
2D_83672455,0.185459940652819,0.962025316455696
4A_60033824,0.099406528189911,0.941176470588235
4A_583163069,0.108308605341246,0.931034482758621
1A_571581594,0.13946587537092,0.876404494382023
6A_233319619,0.195845697329377,0.789473684210526
7B_493437682,0.410979228486647,0.878787878787879
6B_232464905,0.0682492581602374,0.989247311827957
1A_560589609,0.428783382789317,0.843137254901961
5B_132036296,0.120178041543027,0.459459459459459
7A_167893338,0.186943620178042,0.973333333333333
